COMMAND                   AVG_CPU%
isuride                       72.5
pidstat                        0.4
landscape-sysin                0.2
rcu_sched                      0.1
mysql                          0.1
systemd-logind                 0.0
systemd-journal                0.0
systemd                        0.0
sh                             0.0
rsyslogd                       0.0
kworker/1:3-events             0.0
kworker/0:3-events             0.0
ksoftirqd/1                    0.0
ksoftirqd/0                    0.0
dbus-daemon                    0.0
