COMMAND                   AVG_CPU%
nginx                        115.1
pidstat                        0.6
rcu_sched                      0.2
kworker/1:1-events             0.1
kworker/0:2-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
systemd-journal                0.0
systemd                        0.0
sshd                           0.0
kworker/u8:2-events_power_efficient       0.0
kworker/u8:1-events_power_efficient       0.0
kworker/u8:0-kvfree_rcu_reclaim       0.0
